date,product_category,intent_index,velocity,acceleration
2024-01-01,coffee_drink,0.589663565158844,0.033806465566158336,-0.023989698886871406
2024-01-02,coffee_drink,0.6129509210586548,-0.00461646690964694,0.022214014679193515
2024-01-03,coffee_drink,0.6572764962911606,-0.001509073078632327,-0.006896832585334831
2024-01-04,coffee_drink,0.6076109290122986,-0.017632932464281745,-0.021763842900594126
2024-01-05,coffee_drink,0.6344557479023933,-0.023347870310147574,-0.03166671077410388
2024-01-06,coffee_drink,0.5367192178964615,-0.006673235197861958,-0.009529486795266495
2024-01-07,coffee_drink,0.5585699439048767,0.0,0.0
2024-01-08,coffee_drink,0.622471496462822,0.0,0.0
2024-01-09,coffee_drink,0.6080692857503891,0.0,0.0
2024-01-10,coffee_drink,0.621107742190361,0.0,0.0
2024-01-11,coffee_drink,0.5750320255756378,0.0,0.0
2024-01-12,coffee_drink,0.6659289240837097,0.0,0.0
2024-01-13,coffee_drink,0.5781133294105529,0.0,0.0
2024-01-14,coffee_drink,0.5669374366601309,0.0,0.0
2024-01-15,coffee_drink,0.6542415618896484,0.0,0.0
2024-01-17,coffee_drink,0.6220983862876892,0.0,0.0
2024-01-18,coffee_drink,0.5711874067783356,0.0,0.0
2024-01-19,coffee_drink,0.5202998518943787,0.0,0.0
2024-01-20,coffee_drink,0.6574127872784933,0.0,0.0
2024-01-21,coffee_drink,0.6195134997367859,0.0,0.0
2024-01-22,coffee_drink,0.6326490342617035,0.0,0.0
2024-01-23,coffee_drink,0.5742759307225546,0.0,0.0
2024-01-24,coffee_drink,0.5632922202348709,0.0,0.0
2024-01-25,coffee_drink,0.6046609878540039,0.0,0.0
2024-01-26,coffee_drink,0.5844790637493134,0.0,0.0
2024-01-27,coffee_drink,0.5847645898660024,0.0,0.0
2024-01-28,coffee_drink,0.675201028585434,0.0,0.0
2024-01-29,coffee_drink,0.573581263422966,0.0,0.0
2024-01-30,coffee_drink,0.5567045509815216,0.0,0.0
2024-01-01,energy_drink,0.6033136140216481,-0.013335068252953686,-0.02313741513273946
2024-01-02,energy_drink,0.6084218174219131,-0.0018564149812616468,-0.01637629418812617
2024-01-03,energy_drink,0.6229183077812195,-0.01811481152971583,-0.019021870335846246
2024-01-04,energy_drink,0.5540312230587006,0.010287556085321684,0.005979544354809626
2024-01-05,energy_drink,0.6232267551951938,0.006639860676867675,0.0112078886338133
2024-01-06,energy_drink,0.6011703411738077,-0.0009742286470200586,-0.008485587272379006
2024-01-07,energy_drink,0.6420097730376504,0.0,0.0
2024-01-08,energy_drink,0.6172391101717949,0.0,0.0
2024-01-09,energy_drink,0.605910295789892,0.0,0.0
2024-01-10,energy_drink,0.6431086242198945,0.0,0.0
2024-01-11,energy_drink,0.6185856238007545,0.0,0.0
2024-01-12,energy_drink,0.6193224191665649,0.0,0.0
2024-01-13,energy_drink,0.6223386923472086,0.0,0.0
2024-01-14,energy_drink,0.5506580322980881,0.0,0.0
2024-01-15,energy_drink,0.5745794713497162,0.0,0.0
2024-01-16,energy_drink,0.573884924252828,0.0,0.0
2024-01-17,energy_drink,0.6020140449206034,0.0,0.0
2024-01-18,energy_drink,0.5584808041652044,0.0,0.0
2024-01-19,energy_drink,0.6337193118201362,0.0,0.0
2024-01-20,energy_drink,0.6191022374800274,0.0,0.0
2024-01-21,energy_drink,0.5713017905751864,0.0,0.0
2024-01-22,energy_drink,0.6446409385937911,0.0,0.0
2024-01-23,energy_drink,0.5981098214785258,0.0,0.0
2024-01-24,energy_drink,0.6388975254126957,0.0,0.0
2024-01-25,energy_drink,0.5984665503104528,0.0,0.0
2024-01-26,energy_drink,0.5895622024933497,0.0,0.0
2024-01-27,energy_drink,0.5919387638568878,0.0,0.0
2024-01-28,energy_drink,0.6190876166025797,0.0,0.0
2024-01-29,energy_drink,0.6212606363826327,0.0,0.0
2024-01-30,energy_drink,0.5700301229953766,0.0,0.0
2024-01-01,sports_drink,0.6042962193489074,-0.0032979744311534827,-0.0032290470238887604
2024-01-02,sports_drink,0.6314345896244049,-0.0039043871516530547,-0.0043710983747785506
2024-01-03,sports_drink,0.62447143684734,-0.012119912130363019,-0.0055998784123044935
2024-01-04,sports_drink,0.6063875122503801,0.0035257419943810846,0.0009389121333759185
2024-01-05,sports_drink,0.6003298858801523,-0.008088384239704585,-0.006510562019108183
2024-01-06,sports_drink,0.6175664722919464,0.0021565948471877648,0.001995942132039413
2024-01-07,sports_drink,0.5957786023616791,0.0,0.0
2024-01-08,sports_drink,0.6083254416783651,0.0,0.0
2024-01-09,sports_drink,0.6072839573025703,0.0,0.0
2024-01-10,sports_drink,0.5922918590632352,0.0,0.0
2024-01-11,sports_drink,0.6187457604841753,0.0,0.0
2024-01-12,sports_drink,0.586050733923912,0.0,0.0
2024-01-13,sports_drink,0.5966489985585213,0.0,0.0
2024-01-14,sports_drink,0.5707400714357694,0.0,0.0
2024-01-15,sports_drink,0.5658015310764313,0.0,0.0
2024-01-16,sports_drink,0.6198009014129638,0.0,0.0
2024-01-17,sports_drink,0.5745601713657379,0.0,0.0
2024-01-18,sports_drink,0.6120676596959432,0.0,0.0
2024-01-19,sports_drink,0.5826023012399674,0.0,0.0
2024-01-20,sports_drink,0.6334085464477539,0.0,0.0
2024-01-21,sports_drink,0.6007468998432159,0.0,0.0
2024-01-22,sports_drink,0.6516284021464261,0.0,0.0
2024-01-23,sports_drink,0.6432900599070958,0.0,0.0
2024-01-24,sports_drink,0.5943247862160206,0.0,0.0
2024-01-25,sports_drink,0.6215095967054367,0.0,0.0
2024-01-26,sports_drink,0.6220767125487328,0.0,0.0
2024-01-27,sports_drink,0.6263644614002921,0.0,0.0
2024-01-28,sports_drink,0.5889963358640671,0.0,0.0
2024-01-29,sports_drink,0.6370619038740793,0.0,0.0
2024-01-30,sports_drink,0.6175312548875809,0.0,0.0
2024-01-01,tea,0.6652123108506203,0.0031954237818718713,0.013736027578512878
2024-01-02,tea,0.5862694829702377,-0.0060248503088951005,0.002162134899542853
2024-01-03,tea,0.6089719235897064,-0.015426124608705844,-0.007155192488570203
2024-01-04,tea,0.6046341558297476,-0.009044826477766,-0.00909419972981732
2024-01-05,tea,0.6033269554376602,0.01066055534973383,0.008596773058199097
2024-01-06,tea,0.6050690859556198,0.0055433319260676725,0.0104376023240162
2024-01-07,tea,0.6579343527555466,0.0,0.0
2024-01-08,tea,0.5731024518609047,0.0,0.0
2024-01-09,tea,0.6152109091098492,0.0,0.0
2024-01-10,tea,0.5854958817362785,0.0,0.0
2024-01-11,tea,0.6216133862733841,0.0,0.0
2024-01-12,tea,0.6540285249551138,0.0,0.0
2024-01-13,tea,0.6678135991096497,0.0,0.0
2024-01-14,tea,0.6269546288710374,0.0,0.0
2024-01-15,tea,0.5937956737147437,0.0,0.0
2024-01-16,tea,0.6139068646090371,0.0,0.0
2024-01-17,tea,0.6231108903884888,0.0,0.0
2024-01-18,tea,0.6086905673146248,0.0,0.0
2024-01-19,tea,0.6181522905826569,0.0,0.0
2024-01-20,tea,0.6166330307722092,0.0,0.0
2024-01-21,tea,0.5739155262708664,0.0,0.0
2024-01-22,tea,0.568366269270579,0.0,0.0
2024-01-23,tea,0.5958346426486969,0.0,0.0
2024-01-24,tea,0.6006139450603061,0.0,0.0
2024-01-25,tea,0.5734086751937866,0.0,0.0
2024-01-26,tea,0.5898981644557073,0.0,0.0
2024-01-27,tea,0.6544953096996654,0.0,0.0
2024-01-28,tea,0.6170140107472738,0.0,0.0
2024-01-29,tea,0.6472552120685577,0.0,0.0
2024-01-30,tea,0.6281006745994091,0.0,0.0
2024-01-01,water_enhanced,0.5827829582350594,-0.008273138038667914,-0.01839170037823567
2024-01-02,water_enhanced,0.5964891627430916,0.008224110242567624,0.0005488065892390028
2024-01-03,water_enhanced,0.6277320875841028,0.0006831830467527192,0.0006872843681503751
2024-01-04,water_enhanced,0.5886049672961235,-0.011841127560252232,-0.006974960452034352
2024-01-05,water_enhanced,0.6242183009783427,-0.004567846166781943,0.0015702043610177343
2024-01-06,water_enhanced,0.64883886774381,0.0,0.0
2024-01-07,water_enhanced,0.5562494471669197,0.0,0.0
2024-01-08,water_enhanced,0.5695575351516405,0.0,0.0
2024-01-09,water_enhanced,0.5762561211983362,0.0,0.0
2024-01-10,water_enhanced,0.6036178311880898,0.0,0.0
2024-01-11,water_enhanced,0.5775958174153378,0.0,0.0
2024-01-12,water_enhanced,0.6100082382559776,0.0,0.0
2024-01-13,water_enhanced,0.5799885234412026,0.0,0.0
2024-01-14,water_enhanced,0.6467462561347268,0.0,0.0
2024-01-15,water_enhanced,0.5718330458590859,0.0,0.0
2024-01-16,water_enhanced,0.6140654704400471,0.0,0.0
2024-01-17,water_enhanced,0.5997448315223058,0.0,0.0
2024-01-18,water_enhanced,0.5878089070320129,0.0,0.0
2024-01-19,water_enhanced,0.6396775274049669,0.0,0.0
2024-01-20,water_enhanced,0.5928823232650757,0.0,0.0
2024-01-21,water_enhanced,0.5728772878646851,0.0,0.0
2024-01-22,water_enhanced,0.5620033890008926,0.0,0.0
2024-01-23,water_enhanced,0.5816244610718319,0.0,0.0
2024-01-24,water_enhanced,0.6219709332172687,0.0,0.0
2024-01-25,water_enhanced,0.5953010519345602,0.0,0.0
2024-01-26,water_enhanced,0.5992382879440601,0.0,0.0
2024-01-27,water_enhanced,0.5623005310694377,0.0,0.0
2024-01-28,water_enhanced,0.6156319628159205,0.0,0.0
2024-01-29,water_enhanced,0.5892108757244913,0.0,0.0
2024-01-30,water_enhanced,0.590107798576355,0.0,0.0
2024-01-05,juice,0.5635828673839569,0.0,0.0
2024-01-08,juice,0.5210286378860474,0.0,0.0
2024-01-13,juice,0.5284076929092407,0.0,0.0
2024-01-14,juice,0.5768834352493286,0.0,0.0
2024-01-15,juice,0.5104361971219381,0.0,0.0
2024-01-16,juice,0.7939950823783875,0.0,0.0
2024-01-17,juice,0.7550857663154602,0.0,0.0
2024-01-20,juice,0.7196044921875,0.0,0.0
2024-01-21,juice,0.5214360952377319,0.0,0.0
2024-01-22,juice,0.5886931419372559,0.0,0.0
2024-01-23,juice,0.5927217205365499,0.0,0.0
2024-01-24,juice,0.6979308128356934,0.0,0.0
2024-01-26,juice,0.5610882341861725,0.0,0.0
2024-01-28,juice,0.6168571710586548,0.0,0.0
2024-01-29,juice,0.681313693523407,0.0,0.0
2024-01-13,soda,0.5187170505523682,0.0,0.0
2024-01-21,soda,0.4988900125026703,0.0,0.0
2024-01-24,soda,0.5252851247787476,0.0,0.0
2024-01-28,soda,0.7395328879356384,0.0,0.0
2024-01-29,soda,0.5428335666656494,0.0,0.0
2024-01-30,soda,0.6016181707382202,0.0,0.0
