date,product_category,intent_mean,intent_std,intent_count
2024-01-01,coffee_drink,0.589663565158844,0.044845134422433895,7
2024-01-01,energy_drink,0.6033136140216481,0.048244608842638995,11
2024-01-01,sports_drink,0.6042962193489074,0.022229679015167036,10
2024-01-01,tea,0.6652123108506203,0.05391158405354299,8
2024-01-01,water_enhanced,0.5827829582350594,0.049283875373287475,14
2024-01-02,coffee_drink,0.6129509210586548,0.05504794303049362,4
2024-01-02,energy_drink,0.6084218174219131,0.0920674291139787,8
2024-01-02,sports_drink,0.6314345896244049,0.08858237113989037,10
2024-01-02,tea,0.5862694829702377,0.0822870210654504,8
2024-01-02,water_enhanced,0.5964891627430916,0.0828083387901651,20
2024-01-03,coffee_drink,0.6572764962911606,0.06727171079786692,4
2024-01-03,energy_drink,0.6229183077812195,0.0990861007645238,9
2024-01-03,sports_drink,0.62447143684734,0.06715393629065904,11
2024-01-03,tea,0.6089719235897064,0.0996499121743976,9
2024-01-03,water_enhanced,0.6277320875841028,0.10389210965246254,17
2024-01-04,coffee_drink,0.6076109290122986,0.05657442075385966,5
2024-01-04,energy_drink,0.5540312230587006,0.04265490968254678,8
2024-01-04,sports_drink,0.6063875122503801,0.054155419071212706,11
2024-01-04,tea,0.6046341558297476,0.06772524623345973,6
2024-01-04,water_enhanced,0.5886049672961235,0.08159096220768275,20
2024-01-05,coffee_drink,0.6344557479023933,0.0825223059590369,8
2024-01-05,energy_drink,0.6232267551951938,0.11256336028712678,9
2024-01-05,juice,0.5635828673839569,0.05911133435816548,2
2024-01-05,sports_drink,0.6003298858801523,0.06184416340232597,6
2024-01-05,tea,0.6033269554376602,0.06253976632112265,10
2024-01-05,water_enhanced,0.6242183009783427,0.08016566882059868,15
2024-01-06,coffee_drink,0.5367192178964615,0.05976808762508654,2
2024-01-06,energy_drink,0.6011703411738077,0.081913012817766,9
2024-01-06,sports_drink,0.6175664722919464,0.07091602621679731,10
2024-01-06,tea,0.6050690859556198,0.10028772869995825,8
2024-01-06,water_enhanced,0.64883886774381,0.07437382986426838,21
2024-01-07,coffee_drink,0.5585699439048767,0.029502247864965355,5
2024-01-07,energy_drink,0.6420097730376504,0.118962541949749,11
2024-01-07,sports_drink,0.5957786023616791,0.07106451705035138,10
2024-01-07,tea,0.6579343527555466,0.062482170157566616,8
2024-01-07,water_enhanced,0.5562494471669197,0.06296462931766082,16
2024-01-08,coffee_drink,0.622471496462822,0.11310642868754048,4
2024-01-08,energy_drink,0.6172391101717949,0.07619132403452589,16
2024-01-08,juice,0.5210286378860474,,1
2024-01-08,sports_drink,0.6083254416783651,0.03905595813142711,9
2024-01-08,tea,0.5731024518609047,0.04601894520081684,8
2024-01-08,water_enhanced,0.5695575351516405,0.07495225564713152,12
2024-01-09,coffee_drink,0.6080692857503891,0.08914259458512945,6
2024-01-09,energy_drink,0.605910295789892,0.08560912845435296,11
2024-01-09,sports_drink,0.6072839573025703,0.08693807921868718,8
2024-01-09,tea,0.6152109091098492,0.09836260940607772,13
2024-01-09,water_enhanced,0.5762561211983362,0.08712144451207833,12
2024-01-10,coffee_drink,0.621107742190361,0.06637077744579721,4
2024-01-10,energy_drink,0.6431086242198945,0.13485187322484957,10
2024-01-10,sports_drink,0.5922918590632352,0.0452555214625558,11
2024-01-10,tea,0.5854958817362785,0.08389760001288593,8
2024-01-10,water_enhanced,0.6036178311880898,0.10622792824584988,17
2024-01-11,coffee_drink,0.5750320255756378,0.016434025611913334,2
2024-01-11,energy_drink,0.6185856238007545,0.08588794631782372,8
2024-01-11,sports_drink,0.6187457604841753,0.0853913916465794,11
2024-01-11,tea,0.6216133862733841,0.09988944516423305,10
2024-01-11,water_enhanced,0.5775958174153378,0.09133520677983442,19
2024-01-12,coffee_drink,0.6659289240837097,0.08311870602980881,5
2024-01-12,energy_drink,0.6193224191665649,0.07948872847843054,13
2024-01-12,sports_drink,0.586050733923912,0.04870183417530461,6
2024-01-12,tea,0.6540285249551138,0.011366550632920771,6
2024-01-12,water_enhanced,0.6100082382559776,0.09248306517485612,20
2024-01-13,coffee_drink,0.5781133294105529,0.014228275054474725,5
2024-01-13,energy_drink,0.6223386923472086,0.08107024197543208,9
2024-01-13,juice,0.5284076929092407,,1
2024-01-13,soda,0.5187170505523682,,1
2024-01-13,sports_drink,0.5966489985585213,0.03612196647559207,8
2024-01-13,tea,0.6678135991096497,0.11990121571066194,9
2024-01-13,water_enhanced,0.5799885234412026,0.07207220165562717,17
2024-01-14,coffee_drink,0.5669374366601309,0.10811285941930406,3
2024-01-14,energy_drink,0.5506580322980881,0.034668806014009027,10
2024-01-14,juice,0.5768834352493286,,1
